ensemblID	gene_name	logFC_prenatal	SE_prenatal	logFC_adult	SE_adult	PRENATAL	ADULT	SHARED0.5	SHARED1	SHARED2	OPPOSITE	specificity	sexDE_prenatal_direction	sexDE_adult_direction	sexDE	sexDEsimplified	sexDEfinal	sexDE_origin	annot	Region	annotXCI
ENSG00000182378	PLCXD1	-0.0262469574890952	0.0588191343476246	-0.675230161825392	0.059604840667927	0	1	0	0	0	0	Adult	ns	male-biased	adult male-biased	male-biased	NA	adult	X chr	PAR	Escape
ENSG00000182389	CACNB4	0.0147649965762858	0.0607552652360882	-0.0837245157551599	0.0171036521062391	0.005	0.1105	0.3265	0.07	0.134	0.354	Unclassified	ns	male-biased	adult male-biased	male-biased	NA	adult	Autosome	NA	NA
ENSG00000182405	PGBD4	0.0779240951872382	0.0228023776968935	-0.0340648203464458	0.018449809750634	0.9165	0	0.0245	5e-04	0	0.0585	Prenatal	female-biased	ns	prenatal female-biased	female-biased	NA	prenatal	Autosome	NA	NA
ENSG00000182450	KCNK4	-0.385798484967805	0.179422650251307	-0.116259352995315	0.0254718893946261	5e-04	0.002	0.9675	0.015	0.0115	0.0035	Shared	ns	male-biased	adult male-biased	male-biased	male-biased	adult	Autosome	NA	NA
ENSG00000182504	CEP97	0.248416345676405	0.0536860240773661	-0.00831353818754473	0.0111008171989213	0.9995	0	5e-04	0	0	0	Prenatal	female-biased	ns	prenatal female-biased	female-biased	NA	prenatal	Autosome	NA	NA
ENSG00000182544	MFSD5	-0.365337156577959	0.0976811648098376	-0.0126265175250561	0.0121231426979755	0.996	0	0.004	0	0	0	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000182551	ADI1	-0.0669917214334166	0.0442620238197517	-0.0795811677279923	0.0229347561317216	0.047	0.011	0.814	0.0675	0.0535	0.007	Shared	ns	male-biased	adult male-biased	male-biased	male-biased	adult	Autosome	NA	NA
ENSG00000182600	C2orf82	-0.309083582840155	0.0957724062739861	-0.253434716519914	0.0724298380903552	0.021	0.0015	0.872	0.085	0.0205	0	Shared	male-biased	male-biased	common male-biased	male-biased	male-biased	common	Autosome	NA	NA
ENSG00000182636	NDN	-0.241631508770085	0.0523012080060313	-0.0623213911125698	0.0138246465072203	0.0195	0	0.979	0.001	5e-04	0	Shared	male-biased	male-biased	common male-biased	male-biased	male-biased	common	Autosome	NA	NA
ENSG00000182685	BRICD5	-0.159595189961833	0.091378867279017	-0.0677031960998945	0.0201972278477559	0.0645	0.0035	0.8925	0.021	0.012	0.0065	Shared	ns	male-biased	adult male-biased	male-biased	male-biased	adult	Autosome	NA	NA
ENSG00000182768	NGRN	-0.216026547623316	0.0534440446107778	-0.0342110571418461	0.0123431501001808	0.7925	0	0.2065	0.001	0	0	Unclassified	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000182890	GLUD2	0.205032463729875	0.140688983497556	0.132990248873637	0.0341863502869798	0.0085	0.0065	0.905	0.0415	0.0275	0.011	Shared	ns	female-biased	adult female-biased	female-biased	female-biased	adult	X chr	nonPAR	Inactive
ENSG00000182901	RGS7	-0.265827638792136	0.080663798510788	-0.0692083401973963	0.0167840525909179	0.0135	5e-04	0.9755	0.009	0.0015	0	Shared	male-biased	male-biased	common male-biased	male-biased	male-biased	common	Autosome	NA	NA
ENSG00000182916	TCEAL7	-0.281465158104947	0.059255604428054	0.00124098449390386	0.0180617565345794	0.9995	0	5e-04	0	0	0	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	X chr	nonPAR	Inactive
ENSG00000183018	SPNS2	-0.126078420754436	0.0997500300430905	-0.0773839862998777	0.021506302693102	0.0245	0.01	0.905	0.032	0.019	0.0095	Shared	ns	male-biased	adult male-biased	male-biased	male-biased	adult	Autosome	NA	NA
ENSG00000183023	SLC8A1	-0.0513530577158462	0.101399503471441	-0.0614247050926301	0.0155901995863053	0.0315	0.0115	0.8535	0.03	0.021	0.0525	Shared	ns	male-biased	adult male-biased	male-biased	male-biased	adult	Autosome	NA	NA
ENSG00000183111	ARHGEF37	-0.19801532889718	0.0538425550703098	-0.0526357572560548	0.0243438078691004	0.413	0	0.5835	0.003	5e-04	0	Unclassified	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000183145	RIPPLY3	0.19150067603333	0.121301914936794	-0.263095144112874	0.0735231663287458	0.066	0.0485	0.0135	0.003	0.0155	0.8535	Opposite	ns	male-biased	adult male-biased	male-biased	NA	adult	Autosome	NA	NA
ENSG00000183155	RABIF	-0.149265736238059	0.0467988798411479	-0.0258730801003451	0.0120788875409168	0.793	0	0.203	0.0015	5e-04	0.002	Unclassified	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000183166	CALN1	-0.419067377482436	0.120686340163746	-0.108653939027214	0.0294950877874091	0.0145	0	0.9755	0.007	0.0025	5e-04	Shared	male-biased	male-biased	common male-biased	male-biased	male-biased	common	Autosome	NA	NA
ENSG00000183172	SMDT1	-0.375529803720678	0.112831710190619	-0.00632950464809711	0.0126515822747889	0.9925	0	0.0065	5e-04	0	5e-04	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000183196	CHST6	0.326337407312418	0.0957695438418127	-0.0498178648832392	0.0275842981400396	0.9935	0	0.0025	0	0	0.004	Prenatal	female-biased	ns	prenatal female-biased	female-biased	NA	prenatal	Autosome	NA	NA
ENSG00000183307	CECR6	-0.125686035240273	0.0650873273269195	-0.0696967528470158	0.0202200056170475	0.0325	0.0025	0.93	0.022	0.009	0.004	Shared	ns	male-biased	adult male-biased	male-biased	male-biased	adult	Autosome	NA	NA
ENSG00000183323	CCDC125	0.130134991823662	0.0347715027806808	0.0186685319587909	0.0194165455378342	0.86	0	0.1395	0	5e-04	0	Prenatal	female-biased	ns	prenatal female-biased	female-biased	NA	prenatal	Autosome	NA	NA
ENSG00000183336	BOLA2	-0.264762520649968	0.0695749139797384	-0.0221844592245218	0.0574263993975437	0.883	0	0.1155	5e-04	0	0.001	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000183379	SYNDIG1L	-0.350281801346889	0.232370646523578	-0.185945746463236	0.0506905008156472	0.0155	0.009	0.865	0.0535	0.038	0.019	Shared	ns	male-biased	adult male-biased	male-biased	male-biased	adult	Autosome	NA	NA
ENSG00000183386	FHL3	-0.296821840708315	0.0846121787769318	0.0378775015092741	0.0262629093858298	0.994	0	0.0035	0	0	0.0025	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000183454	GRIN2A	-0.0503378616677945	0.169033976674314	-0.111078967849074	0.030504388353669	0.0245	0.0145	0.791	0.043	0.0345	0.0925	Shared	ns	male-biased	adult male-biased	male-biased	male-biased	adult	Autosome	NA	NA
ENSG00000183486	MX2	0.21412302471625	0.050802141642215	0.180551589171108	0.0713310827455269	0.1285	0	0.8045	0.057	0.01	0	Shared	female-biased	ns	prenatal female-biased	female-biased	female-biased	prenatal	Autosome	NA	NA
ENSG00000183579	ZNRF3	0.119246615186567	0.0703837868621985	0.0694287237363658	0.0206177505970359	0.0405	0.005	0.9185	0.0235	0.008	0.0045	Shared	ns	female-biased	adult female-biased	female-biased	female-biased	adult	Autosome	NA	NA
ENSG00000183617	MRPL54	-0.340869518938074	0.112605140453252	-0.018764975066216	0.0139053496213317	0.9675	0	0.032	0	5e-04	0	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000183648	NDUFB1	-0.289789816243019	0.0857552460038348	-0.0403606239859279	0.0162616850747546	0.772	0	0.2265	0.001	5e-04	0	Unclassified	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000183654	MARCH11	-0.283668456669536	0.144987748948594	-0.107479987727343	0.031646600885621	0.0215	0.0015	0.949	0.0145	0.01	0.0035	Shared	ns	male-biased	adult male-biased	male-biased	male-biased	adult	Autosome	NA	NA
ENSG00000183688	RFLNB	-0.346248488426957	0.0901992148878947	-0.0228340293237572	0.0470302804060881	0.9375	0	0.0625	0	0	0	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000183690	EFHC2	0.139588276812261	0.117971922527479	0.173407887566728	0.0349542116130241	5e-04	0.036	0.7375	0.114	0.0955	0.0165	Shared	ns	female-biased	adult female-biased	female-biased	female-biased	adult	X chr	nonPAR	Variable
ENSG00000183691	NOG	-0.120714758765666	0.112260616017393	-0.133157070816376	0.0320393347871692	0.003	0.019	0.836	0.066	0.053	0.023	Shared	ns	male-biased	adult male-biased	male-biased	male-biased	adult	Autosome	NA	NA
ENSG00000183722	LHFP	-0.297446899116791	0.0816550894545658	0.0228699612923086	0.0188055317205341	0.999	0	5e-04	0	0	5e-04	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000183765	CHEK2	0.28752211921577	0.0552673873201882	0.0791646161104813	0.0276975908329171	0.184	0	0.8155	5e-04	0	0	Shared	female-biased	ns	prenatal female-biased	female-biased	female-biased	prenatal	Autosome	NA	NA
ENSG00000183778	B3GALT5	0.169516151143252	0.0980462288203758	-0.0902748283517927	0.0240144977335911	0.108	0.0385	0.0955	0.0165	0.027	0.7145	Unclassified	ns	male-biased	adult male-biased	male-biased	NA	adult	Autosome	NA	NA
ENSG00000183828	NUDT14	-0.387882241043044	0.100493182606106	-0.0745923722173301	0.0374932698060164	0.579	0	0.418	0.0025	5e-04	0	Unclassified	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000183833	MAATS1	0.275512189677324	0.0591718599841544	0.0330068329899088	0.019981324912892	0.966	0	0.034	0	0	0	Prenatal	female-biased	ns	prenatal female-biased	female-biased	NA	prenatal	Autosome	NA	NA
ENSG00000183837	PNMA3	-0.311922607305234	0.0842593979137124	-0.109070024778038	0.0200067281906409	0	0	0.997	0.003	0	0	Shared	male-biased	male-biased	common male-biased	male-biased	male-biased	common	X chr	nonPAR	Variable
ENSG00000183850	ZNF730	0.286322278762854	0.0635611342773225	0.0190719968554753	0.0618187349597442	0.895	0	0.1045	5e-04	0	0	Prenatal	female-biased	ns	prenatal female-biased	female-biased	NA	prenatal	Autosome	NA	NA
ENSG00000183856	IQGAP3	0.49216583842534	0.0643147568653204	0.200003628716649	0.0688599503577167	0.0415	0	0.9585	0	0	0	Shared	female-biased	ns	prenatal female-biased	female-biased	female-biased	prenatal	Autosome	NA	NA
ENSG00000183943	PRKX	0.382884178604062	0.0655379333724736	0.241978984258325	0.0300931083588826	0	0	0.9635	0.0365	0	0	Shared	female-biased	female-biased	common female-biased	female-biased	female-biased	common	X chr	nonPAR	Escape
ENSG00000183960	KCNH8	0.123948862514382	0.0706878365790616	-0.114801510461384	0.0308108245784086	0.064	0.031	0.0155	0.0035	0.0105	0.8755	Opposite	ns	male-biased	adult male-biased	male-biased	NA	adult	Autosome	NA	NA
ENSG00000183978	CCDC56	-0.314922298072107	0.0840478358820103	-0.0362342757093665	0.0101976195349347	0.8175	0	0.1815	5e-04	5e-04	0	Prenatal	male-biased	male-biased	common male-biased	male-biased	NA	common	Autosome	NA	NA
ENSG00000184047	DIABLO	-0.147968915153227	0.0476285811992234	0.0143806529358576	0.0107436817596271	0.993	0	0.003	0	5e-04	0.0035	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000184056	VPS33B	-0.194712918704622	0.0392451672848488	-0.00599224940104382	0.0112179718985385	0.999	0	0.001	0	0	0	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000184058	TBX1	0.25966493867639	0.161488604998262	0.264907317853622	0.0584805396453071	0.003	0.0245	0.7105	0.152	0.099	0.011	Shared	ns	female-biased	adult female-biased	female-biased	female-biased	adult	Autosome	NA	NA
ENSG00000184076	UQCR10	-0.286032687104054	0.0924577187086912	-0.0215942378439746	0.011004296778098	0.961	0	0.038	5e-04	5e-04	0	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000184113	CLDN5	-0.555640685089453	0.175946502329883	0.162445093999738	0.0414977607923734	0.069	0.0155	0.004	0.0025	0.006	0.903	Opposite	male-biased	female-biased	opposite	opposite	NA	common	Autosome	NA	NA
ENSG00000184156	KCNQ3	0.098441935554035	0.0643093854877819	-0.0882473711024997	0.0207599012707346	0.026	0.0535	0.0295	0.0095	0.0295	0.852	Opposite	ns	male-biased	adult male-biased	male-biased	NA	adult	Autosome	NA	NA
ENSG00000184160	ADRA2C	-0.284973240169864	0.14995881842059	-0.101688705027561	0.0255705239242818	0.0045	0.005	0.954	0.021	0.0115	0.004	Shared	ns	male-biased	adult male-biased	male-biased	male-biased	adult	Autosome	NA	NA
ENSG00000184162	NR2C2AP	-0.328263051922293	0.0964132095708531	0.00923764555608965	0.0165700939071572	0.997	0	0.0025	0	0	5e-04	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000184182	UBE2F	-0.168345147783987	0.0467159447509753	-0.0266755786606953	0.0114434366957612	0.8235	0	0.175	0.001	0	5e-04	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000184203	PPP1R2	-0.209200349078518	0.0528081151214553	0.00133538105559936	0.013610355286483	0.9985	0	0.0015	0	0	0	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000184207	PGP	-0.076690254906504	0.060656226394765	-0.0795824860264897	0.0140187903619818	0	0.0165	0.875	0.0585	0.0385	0.0115	Shared	ns	male-biased	adult male-biased	male-biased	male-biased	adult	Autosome	NA	NA
ENSG00000184220	CMSS1	-0.134654763360265	0.0413594091057026	0.00457675592987872	0.0127470216552262	0.988	0	0.009	0	0	0.003	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000184277	TM2D3	-0.154588486097939	0.0440372583219089	-0.0250004499420019	0.0167598125745486	0.836	0	0.1625	0.0015	0	0	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000184281	TSSC4	-0.410948076726087	0.125085473336273	-0.0302267351221653	0.014635851806584	0.945	0	0.0535	0.001	0	5e-04	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000184368	MAP7D2	-0.265598383161653	0.066490990074315	-0.0601475407088228	0.0143005150983601	0.049	0	0.947	0.004	0	0	Shared	male-biased	male-biased	common male-biased	male-biased	male-biased	common	X chr	nonPAR	Inactive
ENSG00000184402	SS18L1	-0.115054603461699	0.0301295004195632	0.00812101448027343	0.0121294857294604	0.9945	0	0.004	0	0	0.0015	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000184432	COPB2	0.032982378735865	0.0241792549704021	0.0333783210163831	0.00990923137325123	0.1995	0.0085	0.7185	0.031	0.028	0.0145	Unclassified	ns	female-biased	adult female-biased	female-biased	NA	adult	Autosome	NA	NA
ENSG00000184445	KNTC1	0.395442031559932	0.0297371868762852	0.0355405163182647	0.0193917154997441	1	0	0	0	0	0	Prenatal	female-biased	ns	prenatal female-biased	female-biased	NA	prenatal	Autosome	NA	NA
ENSG00000184454	NCMAP	0.390239179642773	0.102157704454849	0.0114617513708316	0.0753115711811994	0.9115	0	0.085	0.0015	0	0.002	Prenatal	female-biased	ns	prenatal female-biased	female-biased	NA	prenatal	Autosome	NA	NA
ENSG00000184465	WDR27	0.270130838209977	0.0590223603622857	0.037625084063574	0.0178118134363795	0.935	0	0.065	0	0	0	Prenatal	female-biased	ns	prenatal female-biased	female-biased	NA	prenatal	Autosome	NA	NA
ENSG00000184489	PTP4A3	-0.277530142038673	0.0796086807586368	0.0474534640131259	0.0322154869051191	0.9895	0	0.003	0	0	0.0075	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000184515	BEX5	-0.399890420351213	0.1336652984664	-0.0930940086739324	0.0203843337563803	0.001	5e-04	0.9875	0.007	0.0035	5e-04	Shared	male-biased	male-biased	common male-biased	male-biased	male-biased	common	X chr	nonPAR	Unknown
ENSG00000184524	CEND1	-0.433168590126914	0.114293876021417	-0.0810249609294979	0.0177598577270979	0.006	0	0.99	0.0025	0.0015	0	Shared	male-biased	male-biased	common male-biased	male-biased	male-biased	common	Autosome	NA	NA
ENSG00000184602	SNN	-0.247583768624534	0.0591897980316878	-0.0581299109161192	0.0210057627203792	0.3455	0	0.6515	0.003	0	0	Unclassified	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000184611	KCNH7	0.37968337657366	0.0897188750094666	0.0643125061473008	0.0512978174830344	0.7815	0	0.2175	0.001	0	0	Unclassified	female-biased	ns	prenatal female-biased	female-biased	NA	prenatal	Autosome	NA	NA
ENSG00000184619	KRBA2	0.394459739753968	0.117353704727686	0.0113954669700884	0.0246364807655235	0.9795	0	0.0205	0	0	0	Prenatal	female-biased	ns	prenatal female-biased	female-biased	NA	prenatal	Autosome	NA	NA
ENSG00000184672	RALYL	-0.35066468152301	0.0910935539212154	-0.024835899365983	0.0170584084769031	0.9845	0	0.0155	0	0	0	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000184719	RNLS	-0.183876331878063	0.047441744595839	-0.00401638215353458	0.016572897598023	0.991	0	0.008	0	0	0.001	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000184743	ATL3	0.0155532752988218	0.0483983379642915	0.0609435981569704	0.0131046529646556	0.019	0.0455	0.6595	0.0635	0.094	0.1185	Shared	ns	female-biased	adult female-biased	female-biased	female-biased	adult	Autosome	NA	NA
ENSG00000184752	NDUFA12	-0.230877278348686	0.0594455933769852	-0.0113554327811331	0.0121724821604709	0.993	0	0.007	0	0	0	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000184787	UBE2G2	0.146091604281518	0.0345336619048952	0.00723589259716191	0.0106878468860218	0.99	0	0.01	0	0	0	Prenatal	female-biased	ns	prenatal female-biased	female-biased	NA	prenatal	Autosome	NA	NA
ENSG00000184831	APOO	-0.204617983047045	0.061143627375252	-0.0163850839726849	0.0126154719171058	0.9755	0	0.0245	0	0	0	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	X chr	nonPAR	Inactive
ENSG00000184867	ARMCX2	-0.158797972627881	0.0354583266419716	-0.0180365550871149	0.0129924957021874	0.9715	0	0.0285	0	0	0	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	X chr	nonPAR	Inactive
ENSG00000184887	BTBD6	-0.307542430826358	0.0753320906248265	-0.0537960428055432	0.0193134077216259	0.5685	0	0.431	5e-04	0	0	Unclassified	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000184900	SUMO3	-0.145650966425935	0.0336679756056345	-0.035408603739363	0.0128610041934002	0.4785	0	0.5185	0.003	0	0	Unclassified	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000184905	TCEAL2	-0.244627441947892	0.0629363295253194	-0.0588510461114435	0.0179804982150223	0.1715	0	0.8245	0.0025	0.0015	0	Shared	male-biased	ns	prenatal male-biased	male-biased	male-biased	prenatal	X chr	nonPAR	Inactive
ENSG00000184924	PTRHD1	-0.313307819882595	0.0944697106681633	-0.0254206675605932	0.0144141110274718	0.9585	0	0.04	0	5e-04	0.001	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000184986	TMEM121	-0.640114855783304	0.168214125763622	-0.0899928585377973	0.0208838107704902	0.0095	5e-04	0.9785	0.008	0.003	5e-04	Shared	male-biased	male-biased	common male-biased	male-biased	male-biased	common	Autosome	NA	NA
ENSG00000184988	TMEM106A	0.242966179015422	0.0640149332691961	0.0828714151961879	0.0358392495884006	0.2175	0	0.7785	0.004	0	0	Unclassified	female-biased	ns	prenatal female-biased	female-biased	NA	prenatal	Autosome	NA	NA
ENSG00000185008	ROBO2	-0.189955369055022	0.0955546405382505	-0.0687332496741883	0.0205323061519973	0.056	0.0025	0.916	0.0145	0.009	0.002	Shared	ns	male-biased	adult male-biased	male-biased	male-biased	adult	Autosome	NA	NA
ENSG00000185009	AP3M1	0.0560019297153527	0.0282794061716819	0.0397846927060557	0.0113740287996669	0.1025	0.003	0.8445	0.026	0.014	0.01	Shared	ns	female-biased	adult female-biased	female-biased	female-biased	adult	Autosome	NA	NA
ENSG00000185015	CA13	0.150095274900977	0.0459811085569228	0.00785387356132496	0.0322284106531411	0.8965	5e-04	0.1025	0	0	5e-04	Prenatal	female-biased	ns	prenatal female-biased	female-biased	NA	prenatal	Autosome	NA	NA
ENSG00000185033	SEMA4B	-0.115635796106586	0.0671562620823055	0.0968416923473976	0.0191484360493012	0.002	0.041	0.007	0.003	0.013	0.934	Opposite	ns	female-biased	adult female-biased	female-biased	NA	adult	Autosome	NA	NA
ENSG00000185046	ANKS1B	-0.0791276407175463	0.0479147204024946	-0.0654754762512555	0.0195020721220652	0.055	0.0055	0.873	0.0305	0.028	0.008	Shared	ns	male-biased	adult male-biased	male-biased	male-biased	adult	Autosome	NA	NA
ENSG00000185052	SLC24A3	-0.367332332382321	0.11521592538667	-0.0645300454434202	0.0218462110114411	0.266	5e-04	0.723	0.0065	0.003	0.001	Unclassified	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000185055	EFCAB10	0.214585252636397	0.069509521867108	-0.0999083871978867	0.0302064680795015	0.359	0.0045	0.002	0	0.001	0.6335	Unclassified	female-biased	ns	prenatal female-biased	female-biased	NA	prenatal	Autosome	NA	NA
ENSG00000185090	MANEAL	-0.245924500504849	0.0631927463128288	-0.0473478863027117	0.014289441370551	0.405	0	0.5915	0.0035	0	0	Unclassified	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000185115	NSMCE3	-0.197694760157555	0.053268542975503	-0.0290496433921931	0.0134406597493073	0.8675	0	0.132	5e-04	0	0	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000185201	IFITM2	-0.633437672819222	0.135630432004057	0.0418402835407065	0.0510474041056557	0.9985	0	0.001	0	0	5e-04	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000185222	TCEAL9	-0.11613134968336	0.054860845717271	0.081607423587195	0.0199875304901541	0.06	0.0265	0.0085	0.0025	0.01	0.8925	Opposite	ns	female-biased	adult female-biased	female-biased	NA	adult	X chr	nonPAR	Variable
ENSG00000185252	ZNF74	-0.150972073460664	0.0422066687446209	-0.0078586990905946	0.0133867729865482	0.9805	0	0.019	5e-04	0	0	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000185271	KLHL33	0.33762508020791	0.0681164547290888	0.0302935182570189	0.0431898668875937	0.9545	0	0.045	0	0	5e-04	Prenatal	female-biased	ns	prenatal female-biased	female-biased	NA	prenatal	Autosome	NA	NA
ENSG00000185291	IL3RA	0.165494741191433	0.0608801961303512	-0.15510926901333	0.035542391451148	0.003	0.01	0	0	0.0015	0.9855	Opposite	ns	male-biased	adult male-biased	male-biased	NA	adult	X chr	PAR	Escape
ENSG00000185339	TCN2	-0.218117407855041	0.0778377630969264	0.136803809422461	0.0347689881295068	0.037	0.0065	5e-04	5e-04	0	0.9555	Opposite	ns	female-biased	adult female-biased	female-biased	NA	adult	Autosome	NA	NA
ENSG00000185347	C14orf80	-0.2370207975149	0.123352236446738	-0.0850755930752117	0.016288854893097	0	0.0045	0.9685	0.0145	0.008	0.0045	Shared	ns	male-biased	adult male-biased	male-biased	male-biased	adult	Autosome	NA	NA
ENSG00000185404	SP140L	0.118634983551663	0.0759357211930525	0.107387658616375	0.0284907642802039	0.0145	0.0075	0.8845	0.0535	0.0355	0.0045	Shared	ns	female-biased	adult female-biased	female-biased	female-biased	adult	Autosome	NA	NA
ENSG00000185504	FAAP100	-0.318986861177622	0.103790748315993	0.025704493693426	0.0147452050075852	0.9925	0	0.0045	0	0	0.003	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000185518	SV2B	0.130337641220927	0.193872227450699	-0.102253703794577	0.0289918650591429	0.0695	0.032	0.599	0.034	0.0445	0.221	Unclassified	ns	male-biased	adult male-biased	male-biased	NA	adult	Autosome	NA	NA
ENSG00000185519	FAM131C	-0.64614604385062	0.0962167429633036	-0.0286794192454216	0.0418819448277509	0.9995	0	5e-04	0	0	0	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000185561	TLCD2	0.181794901957561	0.0555412768496371	0.0859041026597365	0.0426175483395573	0.286	0	0.6965	0.014	0.0035	0	Unclassified	female-biased	ns	prenatal female-biased	female-biased	NA	prenatal	Autosome	NA	NA
ENSG00000185591	SP1	0.259977779944085	0.0317742629346917	0.0305609377473257	0.015674283204115	0.998	0	0.002	0	0	0	Prenatal	female-biased	ns	prenatal female-biased	female-biased	NA	prenatal	Autosome	NA	NA
ENSG00000185614	FAM212A	-0.573568517021832	0.152863240925986	-0.0502629094104486	0.0261042430800707	0.882	5e-04	0.115	0.0015	0.001	0	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000185621	LMLN	0.151113500673195	0.0494353789420897	-0.00287759927240316	0.0125909222785182	0.9865	0	0.011	0.001	0	0.0015	Prenatal	female-biased	ns	prenatal female-biased	female-biased	NA	prenatal	Autosome	NA	NA
ENSG00000185627	PSMD13	-0.139204387335115	0.0457778618969996	0.0212149113732407	0.0146915785775505	0.988	0	0.007	5e-04	0	0.0045	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000185668	POU3F1	-0.544723879780749	0.166308470898922	-0.105252321185547	0.0383010592700624	0.1375	0.001	0.8525	0.0055	0.002	0.0015	Shared	male-biased	ns	prenatal male-biased	male-biased	male-biased	prenatal	Autosome	NA	NA
ENSG00000185681	MORN5	-0.131572216478552	0.18377719223574	-0.14517081901911	0.0316584807532077	5e-04	0.021	0.8225	0.048	0.0495	0.0585	Shared	ns	male-biased	adult male-biased	male-biased	male-biased	adult	Autosome	NA	NA
ENSG00000185689	C6orf201	0.447981210678724	0.124101227807061	-0.0236649380020864	0.0395614134947055	0.993	0	0.006	5e-04	0	5e-04	Prenatal	female-biased	ns	prenatal female-biased	female-biased	NA	prenatal	Autosome	NA	NA
ENSG00000185753	CXorf38	0.000372904177171978	0.0262471074530456	0.063163477280831	0.0136595230246744	0.0295	0.195	0.2365	0.063	0.2045	0.2715	Unclassified	ns	female-biased	adult female-biased	female-biased	NA	adult	X chr	nonPAR	Escape
ENSG00000185760	KCNQ5	-0.128095512976455	0.118930592386068	-0.108113031583907	0.0234901128170374	0.001	0.0125	0.8965	0.0395	0.026	0.0245	Shared	ns	male-biased	adult male-biased	male-biased	male-biased	adult	Autosome	NA	NA
